year,league,team,wins,losses,number,name,set_url
1987,NL,St. Louis Cardinals,95,67,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,NL,New York Mets,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,AL,Milwaukee Brewers,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,NL,Montreal Expos,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,NL,San Francisco Giants,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,AL,New York Yankees,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,AL,Minnesota Twins,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,NL,Cincinnati Reds,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,AL,Kansas City Royals,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,AL,Oakland Athletics,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,NL,Philadelphia Phillies,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,NL,Pittsburgh Pirates,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,AL,Boston Red Sox,78,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,AL,Seattle Mariners,78,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,AL,Chicago White Sox,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,NL,Chicago Cubs,76,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,NL,Houston Astros,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,AL,California Angels,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,AL,Texas Rangers,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,NL,Los Angeles Dodgers,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,NL,Atlanta Braves,69,92,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,AL,Baltimore Orioles,67,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,NL,San Diego Padres,65,97,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1987,AL,Cleveland Indians,61,101,,,https://www.tcdb.com/ViewTeams.cfm/sid/117/1987-Topps
1988,AL,Oakland Athletics,104,58,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,NL,New York Mets,100,60,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,NL,Los Angeles Dodgers,94,67,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,AL,Minnesota Twins,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,AL,Boston Red Sox,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,AL,Detroit Tigers,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,NL,Cincinnati Reds,87,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,AL,Milwaukee Brewers,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,AL,Toronto Blue Jays,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,AL,New York Yankees,85,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,NL,Pittsburgh Pirates,85,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,AL,Kansas City Royals,84,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,NL,San Diego Padres,83,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,NL,San Francisco Giants,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,NL,Houston Astros,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,NL,Montreal Expos,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,AL,Cleveland Indians,78,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,NL,Chicago Cubs,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,NL,St. Louis Cardinals,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,AL,California Angels,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,AL,Chicago White Sox,71,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,AL,Texas Rangers,70,91,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,AL,Seattle Mariners,68,93,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,NL,Philadelphia Phillies,65,96,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,NL,Atlanta Braves,54,106,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1988,AL,Baltimore Orioles,54,107,,,https://www.tcdb.com/ViewTeams.cfm/sid/125/1988-Topps
1989,AL,Oakland Athletics,99,63,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,NL,Chicago Cubs,93,69,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,AL,Kansas City Royals,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,NL,San Francisco Giants,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,AL,California Angels,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,NL,San Diego Padres,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,AL,Toronto Blue Jays,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,AL,Baltimore Orioles,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,NL,New York Mets,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,NL,Houston Astros,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,NL,St. Louis Cardinals,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,AL,Boston Red Sox,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,AL,Texas Rangers,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,AL,Milwaukee Brewers,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,NL,Montreal Expos,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,AL,Minnesota Twins,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,NL,Los Angeles Dodgers,77,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,NL,Cincinnati Reds,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,AL,New York Yankees,74,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,NL,Pittsburgh Pirates,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,AL,Cleveland Indians,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,AL,Seattle Mariners,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,AL,Chicago White Sox,69,92,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,NL,Philadelphia Phillies,67,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,NL,Atlanta Braves,63,97,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1989,AL,Detroit Tigers,59,103,,,https://www.tcdb.com/ViewTeams.cfm/sid/134/1989-Topps
1990,AL,Oakland Athletics,103,59,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,NL,Pittsburgh Pirates,95,67,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,AL,Chicago White Sox,94,68,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,NL,Cincinnati Reds,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,NL,New York Mets,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,AL,Boston Red Sox,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,NL,Los Angeles Dodgers,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,AL,Toronto Blue Jays,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,NL,Montreal Expos,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,NL,San Francisco Giants,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,AL,Texas Rangers,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,AL,California Angels,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,AL,Detroit Tigers,79,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,NL,Chicago Cubs,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,AL,Cleveland Indians,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,NL,Philadelphia Phillies,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,AL,Seattle Mariners,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,AL,Baltimore Orioles,76,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,NL,Houston Astros,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,AL,Kansas City Royals,75,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,NL,San Diego Padres,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,AL,Milwaukee Brewers,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,AL,Minnesota Twins,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,NL,St. Louis Cardinals,70,92,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,AL,New York Yankees,67,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1990,NL,Atlanta Braves,65,97,,,https://www.tcdb.com/ViewTeams.cfm/sid/147/1990-Topps
1991,NL,Pittsburgh Pirates,98,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,Minnesota Twins,95,67,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,NL,Atlanta Braves,94,68,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,NL,Los Angeles Dodgers,93,69,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,Toronto Blue Jays,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,Chicago White Sox,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,Texas Rangers,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,Boston Red Sox,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,Detroit Tigers,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,Oakland Athletics,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,NL,San Diego Padres,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,NL,St. Louis Cardinals,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,Milwaukee Brewers,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,Seattle Mariners,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,Kansas City Royals,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,California Angels,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,NL,Philadelphia Phillies,78,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,NL,Chicago Cubs,77,83,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,NL,New York Mets,77,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,NL,San Francisco Giants,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,NL,Cincinnati Reds,74,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,NL,Montreal Expos,71,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,New York Yankees,71,91,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,Baltimore Orioles,67,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,NL,Houston Astros,65,97,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1991,AL,Cleveland Indians,57,105,,,https://www.tcdb.com/ViewTeams.cfm/sid/167/1991-Topps
1992,NL,Atlanta Braves,98,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,Oakland Athletics,96,66,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,NL,Pittsburgh Pirates,96,66,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,Toronto Blue Jays,96,66,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,Milwaukee Brewers,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,NL,Cincinnati Reds,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,Minnesota Twins,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,Baltimore Orioles,89,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,NL,Montreal Expos,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,Chicago White Sox,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,NL,St. Louis Cardinals,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,NL,San Diego Padres,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,NL,Houston Astros,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,NL,Chicago Cubs,78,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,Texas Rangers,77,85,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,Cleveland Indians,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,New York Yankees,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,Detroit Tigers,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,Boston Red Sox,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,California Angels,72,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,Kansas City Royals,72,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,NL,New York Mets,72,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,NL,San Francisco Giants,72,90,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,NL,Philadelphia Phillies,70,92,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,AL,Seattle Mariners,64,98,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1992,NL,Los Angeles Dodgers,63,99,,,https://www.tcdb.com/ViewTeams.cfm/sid/212/1992-Topps
1993,NL,Atlanta Braves,104,58,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,NL,San Francisco Giants,103,59,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,NL,Philadelphia Phillies,97,65,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,Toronto Blue Jays,95,67,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,Chicago White Sox,94,68,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,NL,Montreal Expos,94,68,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,New York Yankees,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,NL,St. Louis Cardinals,87,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,Texas Rangers,86,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,Baltimore Orioles,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,Detroit Tigers,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,NL,Houston Astros,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,NL,Chicago Cubs,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,Kansas City Royals,84,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,Seattle Mariners,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,NL,Los Angeles Dodgers,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,Boston Red Sox,80,82,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,Cleveland Indians,76,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,NL,Pittsburgh Pirates,75,87,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,NL,Cincinnati Reds,73,89,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,California Angels,71,91,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,Minnesota Twins,71,91,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,Milwaukee Brewers,69,93,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,AL,Oakland Athletics,68,94,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,NL,Colorado Rockies,67,95,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,NL,Florida Marlins,64,98,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,NL,San Diego Padres,61,101,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1993,NL,New York Mets,59,103,,,https://www.tcdb.com/ViewTeams.cfm/sid/291/1993-Topps
1994,NL,Montreal Expos,74,40,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,New York Yankees,70,43,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,NL,Atlanta Braves,68,46,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,Chicago White Sox,67,46,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,NL,Cincinnati Reds,66,48,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,Cleveland Indians,66,47,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,NL,Houston Astros,66,49,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,Kansas City Royals,64,51,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,Baltimore Orioles,63,49,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,NL,Los Angeles Dodgers,58,56,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,NL,New York Mets,55,58,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,NL,San Francisco Giants,55,60,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,Toronto Blue Jays,55,60,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,Boston Red Sox,54,61,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,NL,Philadelphia Phillies,54,61,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,NL,Colorado Rockies,53,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,Detroit Tigers,53,62,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,Milwaukee Brewers,53,62,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,Minnesota Twins,53,60,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,NL,Pittsburgh Pirates,53,61,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,NL,St. Louis Cardinals,53,61,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,Texas Rangers,52,62,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,NL,Florida Marlins,51,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,Oakland Athletics,51,63,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,NL,Chicago Cubs,49,64,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,Seattle Mariners,49,63,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,AL,California Angels,47,68,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1994,NL,San Diego Padres,47,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/426/1994-Topps
1995,AL,Cleveland Indians,100,44,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,Atlanta Braves,90,54,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,AL,Boston Red Sox,86,58,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,Cincinnati Reds,85,59,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,AL,New York Yankees,79,65,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,AL,Seattle Mariners,79,66,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,AL,California Angels,78,67,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,Los Angeles Dodgers,78,66,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,Colorado Rockies,77,67,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,Houston Astros,76,68,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,AL,Texas Rangers,74,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,Chicago Cubs,73,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,AL,Baltimore Orioles,71,73,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,AL,Kansas City Royals,70,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,San Diego Padres,70,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,New York Mets,69,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,Philadelphia Phillies,69,75,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,AL,Chicago White Sox,68,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,Florida Marlins,67,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,AL,Oakland Athletics,67,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,San Francisco Giants,67,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,Montreal Expos,66,78,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,AL,Milwaukee Brewers,65,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,St. Louis Cardinals,62,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,AL,Detroit Tigers,60,84,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,NL,Pittsburgh Pirates,58,86,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,AL,Minnesota Twins,56,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1995,AL,Toronto Blue Jays,56,88,,,https://www.tcdb.com/ViewTeams.cfm/sid/594/1995-Topps
1996,AL,Cleveland Indians,99,62,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,NL,Atlanta Braves,96,66,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,AL,New York Yankees,92,70,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,NL,San Diego Padres,91,71,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,NL,Los Angeles Dodgers,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,AL,Texas Rangers,90,72,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,AL,Baltimore Orioles,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,NL,Montreal Expos,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,NL,St. Louis Cardinals,88,74,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,AL,Boston Red Sox,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,AL,Chicago White Sox,85,77,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,AL,Seattle Mariners,85,76,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,NL,Colorado Rockies,83,79,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,NL,Houston Astros,82,80,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
1996,NL,Cincinnati Reds,81,81,,,https://www.tcdb.com/ViewTeams.cfm/sid/803/1996-Topps
