name,group,year,number,price,own,lot_name,remaining_price,url,front_url,back_url
Jeff Bagwell,bbwaa_07,2006,573,1.12,,,1.12,/ViewCard.cfm/sid/1930/cid/207708/2006-Topps-573-Jeff-Bagwell,/Images/Cards/Baseball/1930/1930-207708RepFr.jpg,/Images/Cards/Baseball/1930/1930-207708RepBk.jpg
Frank Thomas,bbwaa_01,2006,580,0.34,,,0.34,/ViewCard.cfm/sid/1930/cid/207715/2006-Topps-580-Frank-Thomas,/Images/Cards/Baseball/1930/1930-207715RepFr.jpg,/Images/Cards/Baseball/1930/1930-207715RepBk.jpg
Mike Piazza,bbwaa_04,2006,585,0.99,,,0.99,/ViewCard.cfm/sid/1930/cid/207720/2006-Topps-585-Mike-Piazza,/Images/Cards/Baseball/1930/1930-207720RepFr.jpg,/Images/Cards/Baseball/1930/1930-207720RepBk.jpg
Justin Verlander,current_lock,2006,641,4,,,4,/ViewCard.cfm/sid/1930/cid/207776/2006-Topps-641-Justin-Verlander,/Images/Cards/Baseball/1930/1930-641Fr.jpg,/Images/Cards/Baseball/1930/1930-641Bk.jpg
Derek Jeter,bbwaa_01,2007,40,1.25,,,1.25,/ViewCard.cfm/sid/1977/cid/193353/2007-Topps-40-Derek-Jeter,/Images/Cards/Baseball/1977/1977-193353Fr.jpg,/Images/Cards/Baseball/1977/1977-193353Bk.jpg
Miguel Cabrera,current_lock,2007,50,0.75,,,0.75,/ViewCard.cfm/sid/1977/cid/193363/2007-Topps-50-Miguel-Cabrera,/Images/Cards/Baseball/1977/1977-193363RepFr.jpg,/Images/Cards/Baseball/1977/1977-193363RepBk.jpg
Mike Piazza,bbwaa_04,2007,53,0.47,,,0.47,/ViewCard.cfm/sid/1977/cid/193366/2007-Topps-53-Mike-Piazza,/Images/Cards/Baseball/1977/1977-193366RepFr.jpg,/Images/Cards/Baseball/1977/1977-193366RepBk.jpg
John Smoltz,bbwaa_01,2007,60,0.35,,,0.35,/ViewCard.cfm/sid/1977/cid/193373/2007-Topps-60-John-Smoltz,/Images/Cards/Baseball/1977/1977-193373RepFr.jpg,/Images/Cards/Baseball/1977/1977-60Bk.jpg
Ivan Rodriguez,bbwaa_01,2007,70,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193383/2007-Topps-70-Ivan-Rodriguez,/Images/Cards/Baseball/1977/1977-193383RepFr.jpg,/Images/Cards/Baseball/1977/1977-70Bk.jpg
Scott Rolen,retired_likely,2007,85,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193398/2007-Topps-85-Scott-Rolen,/Images/Cards/Baseball/1977/1977-85Fr.jpg,/Images/Cards/Baseball/1977/1977-85Bk.jpg
Chipper Jones,bbwaa_01,2007,90,0.35,1,rutherford_estate_sale,0,/ViewCard.cfm/sid/1977/cid/193403/2007-Topps-90-Chipper-Jones,/Images/Cards/Baseball/1977/1977-90Fr.jpg,/Images/Cards/Baseball/1977/1977-90Bk.jpg
Billy Wagner,retired_maybe,2007,109,0.2,,,0.2,/ViewCard.cfm/sid/1977/cid/193422/2007-Topps-109-Billy-Wagner,/Images/Cards/Baseball/1977/1977-109Fr.jpg,/Images/Cards/Baseball/1977/1977-109Bk.jpg
Carlos Delgado,personal,2007,125,0.25,,,0.25,/ViewCard.cfm/sid/1977/cid/193438/2007-Topps-125-Carlos-Delgado,/Images/Cards/Baseball/1977/1977-193438RepFr.jpg,/Images/Cards/Baseball/1977/1977-193438RepBk.jpg
Albert Pujols,current_lock,2007,130,0.65,,,0.65,/ViewCard.cfm/sid/1977/cid/193443/2007-Topps-130-Albert-Pujols,/Images/Cards/Baseball/1977/1977-130Fr.jpg,/Images/Cards/Baseball/1977/1977-130Bk.jpg
Gary Sheffield,retired_maybe,2007,133,0.25,,,0.25,/ViewCard.cfm/sid/1977/cid/193446/2007-Topps-133-Gary-Sheffield,/Images/Cards/Baseball/1977/1977-133Fr.jpg,/Images/Cards/Baseball/1977/1977-133Bk.jpg
Todd Helton,retired_likely,2007,150,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193464/2007-Topps-150-Todd-Helton,/Images/Cards/Baseball/1977/1977-193464RepFr.jpg,/Images/Cards/Baseball/1977/1977-150Bk.jpg
Justin Verlander,current_lock,2007,160,0.6,,,0.6,/ViewCard.cfm/sid/1977/cid/193474/2007-Topps-160-Justin-Verlander,/Images/Cards/Baseball/1977/1977-193474RepFr.jpg,/Images/Cards/Baseball/1977/1977-193474RepBk.jpg
Mark Buehrle,retired_maybe,2007,165,0.25,,,0.25,/ViewCard.cfm/sid/1977/cid/193479/2007-Topps-165-Mark-Buehrle,/Images/Cards/Baseball/1977/1977-193479RepFr.jpg,/Images/Cards/Baseball/1977/1977-193479RepBk.jpg
Roy Halladay,bbwaa_01,2007,180,0.4,1,instant_collections,0,/ViewCard.cfm/sid/1977/cid/193494/2007-Topps-180-Roy-Halladay,/Images/Cards/Baseball/1977/1977-180Fr.jpg,/Images/Cards/Baseball/1977/1977-180Bk.jpg
Carlos Beltran,retired_maybe,2007,200,0.2,,,0.2,/ViewCard.cfm/sid/1977/cid/193514/2007-Topps-200-Carlos-Beltran,/Images/Cards/Baseball/1977/1977-200Fr.jpg,/Images/Cards/Baseball/1977/1977-200Bk.jpg
Robinson Cano,current_maybe,2007,225,0.4,,,0.4,/ViewCard.cfm/sid/1977/cid/193539/2007-Topps-225-Robinson-Cano,/Images/Cards/Baseball/1977/1977-225Fr.jpg,/Images/Cards/Baseball/1977/1977-225Bk.jpg
David Wright,retired_likely,2007,260,0.75,,,0.75,/ViewCard.cfm/sid/1977/cid/193574/2007-Topps-260-David-Wright,/Images/Cards/Baseball/1977/1977-260Fr.jpg,/Images/Cards/Baseball/1977/1977-260Bk.jpg
Greg Maddux,bbwaa_01,2007,275,0.75,,,0.75,/ViewCard.cfm/sid/1977/cid/193590/2007-Topps-275-Greg-Maddux,/Images/Cards/Baseball/1977/1977-193590RepFr.jpg,/Images/Cards/Baseball/1977/1977-193590RepBk.jpg
Curt Schilling,retired_likely,2007,280,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193595/2007-Topps-280-Curt-Schilling,/Images/Cards/Baseball/1977/1977-193595RepFr.jpg,/Images/Cards/Baseball/1977/1977-193595RepBk.jpg
Vladimir Guerrero,bbwaa_02,2007,300,0.42,,,0.42,/ViewCard.cfm/sid/1977/cid/193616/2007-Topps-300-Vladimir-Guerrero,/Images/Cards/Baseball/1977/1977-300Fr.jpg,/Images/Cards/Baseball/1977/1977-300Bk.jpg
Frank Thomas,bbwaa_01,2007,305,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193621/2007-Topps-305-Frank-Thomas,/Images/Cards/Baseball/1977/1977-193621RepFr.jpg,/Images/Cards/Baseball/1977/1977-193621RepBk.jpg
Manny Ramirez,retired_maybe,2007,315,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193631/2007-Topps-315-Manny-Ramirez,/Images/Cards/Baseball/1977/1977-193631RepFr.jpg,/Images/Cards/Baseball/1977/1977-193631RepBk.jpg
Joe Mauer,retired_lock,2007,325,0.5,,,0.5,/ViewCard.cfm/sid/1977/cid/193641/2007-Topps-325-Joe-Mauer,/Images/Cards/Baseball/1977/1977-325Fr.jpg,/Images/Cards/Baseball/1977/1977-325Bk.jpg
Roger Clemens,retired_likely,2007,340,0.4,,,0.4,/ViewCard.cfm/sid/1977/cid/193656/2007-Topps-340-Roger-Clemens,/Images/Cards/Baseball/1977/1977-193656RepFr.jpg,/Images/Cards/Baseball/1977/1977-193656RepBk.jpg
Chase Utley,retired_likely,2007,350,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193666/2007-Topps-350-Chase-Utley,/Images/Cards/Baseball/1977/1977-193666RepFr.jpg,/Images/Cards/Baseball/1977/1977-193666RepBk.jpg
David Ortiz,retired_lock,2007,360,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193676/2007-Topps-360-David-Ortiz,/Images/Cards/Baseball/1977/1977-360Fr.jpg,/Images/Cards/Baseball/1977/1977-360Bk.jpg
Tim Hudson,retired_likely,2007,365,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193681/2007-Topps-365-Tim-Hudson,/Images/Cards/Baseball/1977/1977-193681RepFr.jpg,/Images/Cards/Baseball/1977/1977-193681RepBk.jpg
Kenny Lofton,veterans_maybe,2007,371,0.2,,,0.2,/ViewCard.cfm/sid/1977/cid/193687/2007-Topps-371-Kenny-Lofton,/Images/Cards/Baseball/1977/1977-193687RepFr.jpg,/Images/Cards/Baseball/1977/1977-193687RepBk.jpg
Adrian Beltre,retired_lock,2007,374,0.25,,,0.25,/ViewCard.cfm/sid/1977/cid/193690/2007-Topps-374-Adrian-Beltre,/Images/Cards/Baseball/1977/1977-193690RepFr.jpg,/Images/Cards/Baseball/1977/1977-193690RepBk.jpg
Ichiro Suzuki,retired_lock,2007,400,0.45,,,0.45,/ViewCard.cfm/sid/1977/cid/193716/2007-Topps-400-Ichiro-Suzuki,/Images/Cards/Baseball/1977/1977-193716RepFr.jpg,/Images/Cards/Baseball/1977/1977-193716RepBk.jpg
Tom Glavine,bbwaa_01,2007,410,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193726/2007-Topps-410-Tom-Glavine,/Images/Cards/Baseball/1977/1977-193726RepFr.jpg,/Images/Cards/Baseball/1977/1977-193726RepBk.jpg
Felix Hernandez,current_maybe,2007,435,0.4,,,0.4,/ViewCard.cfm/sid/1977/cid/193752/2007-Topps-435-Felix-Hernandez,/Images/Cards/Baseball/1977/1977-193752RepFr.jpg,/Images/Cards/Baseball/1977/1977-193752RepBk.jpg
Mark Teixeira,retired_likely,2007,440,0.35,,,0.35,/ViewCard.cfm/sid/1977/cid/193758/2007-Topps-440-Mark-Teixeira,/Images/Cards/Baseball/1977/1977-193758RepFr.jpg,/Images/Cards/Baseball/1977/1977-193758RepBk.jpg
Ken Griffey Jr,bbwaa_01,2007,450,0.55,,,0.55,/ViewCard.cfm/sid/1977/cid/193768/2007-Topps-450-Ken-Griffey-Jr.,/Images/Cards/Baseball/1977/1977-450Fr.jpg,/Images/Cards/Baseball/1977/1977-450Bk.jpg
Mike Mussina,bbwaa_06,2007,452,1,,,1,/ViewCard.cfm/sid/1977/cid/193770/2007-Topps-452-Mike-Mussina,/Images/Cards/Baseball/1977/1977-193770RepFr.jpg,/Images/Cards/Baseball/1977/1977-193770RepBk.jpg
Omar Vizquel,retired_likely,2007,464,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193782/2007-Topps-464-Omar-Vizquel,/Images/Cards/Baseball/1977/1977-193782RepFr.jpg,/Images/Cards/Baseball/1977/1977-193782RepBk.jpg
Jim Thome,bbwaa_01,2007,481,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193799/2007-Topps-481-Jim-Thome,/Images/Cards/Baseball/1977/1977-193799RepFr.jpg,/Images/Cards/Baseball/1977/1977-193799RepBk.jpg
Andruw Jones,retired_maybe,2007,490,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193809/2007-Topps-490-Andruw-Jones,/Images/Cards/Baseball/1977/1977-193809RepFr.jpg,/Images/Cards/Baseball/1977/1977-193809RepBk.jpg
Pedro Martinez,bbwaa_01,2007,500,0.99,1,rutherford_estate_sale,0,/ViewCard.cfm/sid/1977/cid/193819/2007-Topps-500-Pedro-Martinez,/Images/Cards/Baseball/1977/1977-193819RepFr.jpg,/Images/Cards/Baseball/1977/1977-193819RepBk.jpg
Alex Rodriguez,retired_likely,2007,510,0.55,,,0.55,/ViewCard.cfm/sid/1977/cid/193829/2007-Topps-510-Alex-Rodriguez,/Images/Cards/Baseball/1977/1977-193829RepFr.jpg,/Images/Cards/Baseball/1977/1977-510Bk.jpg
Craig Biggio,bbwaa_03,2007,517,0.3,,,0.3,/ViewCard.cfm/sid/1977/cid/193836/2007-Topps-517-Craig-Biggio,/Images/Cards/Baseball/1977/1977-193836RepFr.jpg,/Images/Cards/Baseball/1977/1977-193836RepBk.jpg
Julio Franco,personal,2007,531,0.2,,,0.2,/ViewCard.cfm/sid/1977/cid/193850/2007-Topps-531-Julio-Franco,/Images/Cards/Baseball/1977/1977-531Fr.jpg,/Images/Cards/Baseball/1977/1977-531Bk.jpg
Trevor Hoffman,bbwaa_03,2007,550,0.2,,,0.2,/ViewCard.cfm/sid/1977/cid/193869/2007-Topps-550-Trevor-Hoffman,/Images/Cards/Baseball/1977/1977-193869RepFr.jpg,/Images/Cards/Baseball/1977/1977-193869RepBk.jpg
Randy Johnson,bbwaa_01,2007,560,1.5,,,1.5,/ViewCard.cfm/sid/1977/cid/193879/2007-Topps-560-Randy-Johnson,/Images/Cards/Baseball/1977/1977-193879RepFr.jpg,/Images/Cards/Baseball/1977/1977-193879RepBk.jpg
Mariano Rivera,bbwaa_01,2007,570,0.43,,,0.43,/ViewCard.cfm/sid/1977/cid/193889/2007-Topps-570-Mariano-Rivera,/Images/Cards/Baseball/1977/1977-193889RepFr.jpg,/Images/Cards/Baseball/1977/1977-193889RepBk.jpg
Barry Bonds,retired_likely,2007,661,2.95,,,2.95,/ViewCard.cfm/sid/1977/cid/193984/2007-Topps-661-Barry-Bonds,/Images/Cards/Baseball/1977/1977-193984RepFr.jpg,/Images/Cards/Baseball/1977/1977-193984RepBk.jpg
Alex Rodriguez,retired_likely,2008,1,0.75,,,0.75,/ViewCard.cfm/sid/6625/cid/56851/2008-Topps-1-Alex-Rodriguez,/Images/Cards/Baseball/6625/6625-1Fr.jpg,/Images/Cards/Baseball/6625/6625-1Bk.jpg
Miguel Cabrera,current_lock,2008,10,1.47,,,1.47,/ViewCard.cfm/sid/6625/cid/56860/2008-Topps-10-Miguel-Cabrera,/Images/Cards/Baseball/6625/6625-10Fr.jpg,/Images/Cards/Baseball/6625/6625-10Bk.jpg
Joe Mauer,retired_lock,2008,33,0.54,,,0.54,/ViewCard.cfm/sid/6625/cid/56883/2008-Topps-33-Joe-Mauer,/Images/Cards/Baseball/6625/6625-56883RepFr.jpg,/Images/Cards/Baseball/6625/6625-56883RepBk.jpg
Zack Greinke,current_maybe,2008,46,0.3,,,0.3,/ViewCard.cfm/sid/6625/cid/56896/2008-Topps-46-Zack-Greinke,/Images/Cards/Baseball/6625/6625-56896RepFr.jpg,/Images/Cards/Baseball/6625/6625-56896RepBk.jpg
Trevor Hoffman,bbwaa_03,2008,52,0.3,,,0.3,/ViewCard.cfm/sid/6625/cid/56902/2008-Topps-52-Trevor-Hoffman,/Images/Cards/Baseball/6625/6625-56902RepFr.jpg,/Images/Cards/Baseball/6625/6625-56902RepBk.jpg
Billy Wagner,retired_maybe,2008,65,0.3,,,0.3,/ViewCard.cfm/sid/6625/cid/56915/2008-Topps-65-Billy-Wagner,/Images/Cards/Baseball/6625/6625-56915RepFr.jpg,/Images/Cards/Baseball/6625/6625-56915RepBk.jpg
Mike Piazza,bbwaa_04,2008,72,1.35,,,1.35,/ViewCard.cfm/sid/6625/cid/56922/2008-Topps-72-Mike-Piazza,/Images/Cards/Baseball/6625/6625-56922RepFr.jpg,/Images/Cards/Baseball/6625/6625-56922RepBk.jpg
Felix Hernandez,current_maybe,2008,75,0.33,,,0.33,/ViewCard.cfm/sid/6625/cid/56925/2008-Topps-75-Felix-Hernandez,/Images/Cards/Baseball/6625/6625-56925RepFr.jpg,/Images/Cards/Baseball/6625/6625-56925RepBk.jpg
Ivan Rodriguez,bbwaa_01,2008,76,0.93,,,0.93,/ViewCard.cfm/sid/6625/cid/56926/2008-Topps-76-Ivan-Rodriguez,/Images/Cards/Baseball/6625/6625-76Fr.jpg,/Images/Cards/Baseball/6625/6625-76Bk.jpg
Omar Vizquel,retired_likely,2008,79,0.32,,,0.32,/ViewCard.cfm/sid/6625/cid/56929/2008-Topps-79-Omar-Vizquel,/Images/Cards/Baseball/6625/6625-56929Fr.jpg,/Images/Cards/Baseball/6625/6625-56929Bk.jpg
Vladimir Guerrero,bbwaa_02,2008,90,0.5,,,0.5,/ViewCard.cfm/sid/6625/cid/56940/2008-Topps-90-Vladimir-Guerrero,/Images/Cards/Baseball/6625/6625-56940RepFr.jpg,/Images/Cards/Baseball/6625/6625-56940RepBk.jpg
Kenny Lofton,veterans_maybe,2008,93,0.3,,,0.3,/ViewCard.cfm/sid/6625/cid/56943/2008-Topps-93-Kenny-Lofton,/Images/Cards/Baseball/6625/6625-93Fr.jpg,/Images/Cards/Baseball/6625/6625-93Bk.jpg
Roger Clemens,retired_likely,2008,105,0.85,,,0.85,/ViewCard.cfm/sid/6625/cid/56955/2008-Topps-105-Roger-Clemens,/Images/Cards/Baseball/6625/6625-56955RepFr.jpg,/Images/Cards/Baseball/6625/6625-56955RepBk.jpg
Andruw Jones,retired_maybe,2008,120,0.3,,,0.3,/ViewCard.cfm/sid/6625/cid/56970/2008-Topps-120-Andruw-Jones,/Images/Cards/Baseball/6625/6625-56970RepFr.jpg,/Images/Cards/Baseball/6625/6625-56970RepBk.jpg
Tim Hudson,retired_likely,2008,125,0.3,,,0.3,/ViewCard.cfm/sid/6625/cid/56975/2008-Topps-125-Tim-Hudson,/Images/Cards/Baseball/6625/6625-56975RepFr.jpg,/Images/Cards/Baseball/6625/6625-56975RepBk.jpg
Robinson Cano,current_maybe,2008,136,0.4,,,0.4,/ViewCard.cfm/sid/6625/cid/56986/2008-Topps-136-Robinson-Cano,/Images/Cards/Baseball/6625/6625-56986RepFr.jpg,/Images/Cards/Baseball/6625/6625-56986RepBk.jpg
Scott Rolen,retired_likely,2008,170,0.35,,,0.35,/ViewCard.cfm/sid/6625/cid/57020/2008-Topps-170-Scott-Rolen,/Images/Cards/Baseball/6625/6625-57020RepFr.jpg,/Images/Cards/Baseball/6625/6625-57020RepBk.jpg
Todd Helton,retired_likely,2008,195,0.35,,,0.35,/ViewCard.cfm/sid/6625/cid/57045/2008-Topps-195-Todd-Helton,/Images/Cards/Baseball/6625/6625-57045RepFr.jpg,/Images/Cards/Baseball/6625/6625-57045RepBk.jpg
Adrian Beltre,retired_lock,2008,199,0.28,,,0.28,/ViewCard.cfm/sid/6625/cid/57049/2008-Topps-199-Adrian-Beltre,/Images/Cards/Baseball/6625/6625-57049RepFr.jpg,/Images/Cards/Baseball/6625/6625-57049RepBk.jpg
Manny Ramirez,retired_maybe,2008,200,0.5,,,0.5,/ViewCard.cfm/sid/6625/cid/57050/2008-Topps-200-Manny-Ramirez,/Images/Cards/Baseball/6625/6625-57050RepFr.jpg,/Images/Cards/Baseball/6625/6625-57050RepBk.jpg
Mark Buehrle,retired_maybe,2008,224,0.3,,,0.3,/ViewCard.cfm/sid/6625/cid/57074/2008-Topps-224-Mark-Buehrle,/Images/Cards/Baseball/6625/6625-57074RepFr.jpg,/Images/Cards/Baseball/6625/6625-57074RepBk.jpg
Roy Halladay,bbwaa_01,2008,230,0.4,1,instant_collections,0,/ViewCard.cfm/sid/6625/cid/57080/2008-Topps-230-Roy-Halladay,/Images/Cards/Baseball/6625/6625-230Fr.jpg,/Images/Cards/Baseball/6625/6625-230Bk.jpg
Jim Thome,bbwaa_01,2008,240,0.35,,,0.35,/ViewCard.cfm/sid/6625/cid/57091/2008-Topps-240-Jim-Thome,/Images/Cards/Baseball/6625/6625-240Fr.jpg,/Images/Cards/Baseball/6625/6625-240Bk.jpg
Carlos Delgado,personal,2008,305,0.3,,,0.3,/ViewCard.cfm/sid/6625/cid/57156/2008-Topps-305-Carlos-Delgado,/Images/Cards/Baseball/6625/6625-57156RepFr.jpg,/Images/Cards/Baseball/6625/6625-57156RepBk.jpg
Joey Votto,current_maybe,2008,319,5.3,,,5.3,/ViewCard.cfm/sid/6625/cid/57170/2008-Topps-319-Joey-Votto,/Images/Cards/Baseball/6625/6625-57170RepFr.jpg,/Images/Cards/Baseball/6625/6625-57170RepBk.jpg
Ichiro Suzuki,retired_lock,2008,320,1.28,,,1.28,/ViewCard.cfm/sid/6625/cid/57171/2008-Topps-320-Ichiro,/Images/Cards/Baseball/6625/6625-57171RepFr.jpg,/Images/Cards/Baseball/6625/6625-57171RepBk.jpg
David Wright,retired_likely,2008,340,0.56,,,0.56,/ViewCard.cfm/sid/6625/cid/57191/2008-Topps-340-David-Wright,/Images/Cards/Baseball/6625/6625-57191RepFr.jpg,/Images/Cards/Baseball/6625/6625-57191RepBk.jpg
Mike Mussina,bbwaa_06,2008,349,0.6,,,0.6,/ViewCard.cfm/sid/6625/cid/57200/2008-Topps-349-Mike-Mussina,/Images/Cards/Baseball/6625/6625-349Fr.jpg,/Images/Cards/Baseball/6625/6625-349Bk.jpg
Mark Teixeira,retired_likely,2008,350,0.45,,,0.45,/ViewCard.cfm/sid/6625/cid/57201/2008-Topps-350-Mark-Teixeira,/Images/Cards/Baseball/6625/6625-57201RepFr.jpg,/Images/Cards/Baseball/6625/6625-57201RepBk.jpg
David Ortiz,retired_lock,2008,360,0.39,,,0.39,/ViewCard.cfm/sid/6625/cid/57211/2008-Topps-360-David-Ortiz,/Images/Cards/Baseball/6625/6625-360Fr.jpg,/Images/Cards/Baseball/6625/6625-360Bk.jpg
Randy Johnson,bbwaa_01,2008,396,1.18,,,1.18,/ViewCard.cfm/sid/6625/cid/57247/2008-Topps-396-Randy-Johnson,/Images/Cards/Baseball/6625/6625-57247RepFr.jpg,/Images/Cards/Baseball/6625/6625-57247RepBk.jpg
Pedro Martinez,bbwaa_01,2008,440,0.5,,,0.5,/ViewCard.cfm/sid/6625/cid/57291/2008-Topps-440-Pedro-Martinez,/Images/Cards/Baseball/6625/6625-57291RepFr.jpg,/Images/Cards/Baseball/6625/6625-57291RepBk.jpg
Derek Jeter,bbwaa_01,2008,455,1.75,,,1.75,/ViewCard.cfm/sid/6625/cid/57306/2008-Topps-455-Derek-Jeter,/Images/Cards/Baseball/6625/6625-57306RepFr.jpg,/Images/Cards/Baseball/6625/6625-57306RepBk.jpg
Chase Utley,retired_likely,2008,460,0.53,,,0.53,/ViewCard.cfm/sid/6625/cid/57311/2008-Topps-460-Chase-Utley,/Images/Cards/Baseball/6625/6625-57311RepFr.jpg,/Images/Cards/Baseball/6625/6625-57311RepBk.jpg
Albert Pujols,current_lock,2008,490,1.01,,,1.01,/ViewCard.cfm/sid/6625/cid/57341/2008-Topps-490-Albert-Pujols,/Images/Cards/Baseball/6625/6625-490Fr.jpg,/Images/Cards/Baseball/6625/6625-490Bk.jpg
Chipper Jones,bbwaa_01,2008,500,1.13,,,1.13,/ViewCard.cfm/sid/6625/cid/57351/2008-Topps-500-Chipper-Jones,/Images/Cards/Baseball/6625/6625-500Fr.jpg,/Images/Cards/Baseball/6625/6625-500Bk.jpg
Justin Verlander,current_lock,2008,510,0.4,,,0.4,/ViewCard.cfm/sid/6625/cid/57361/2008-Topps-510-Justin-Verlander,/Images/Cards/Baseball/6625/6625-510Fr.jpg,/Images/Cards/Baseball/6625/6625-510Bk.jpg
John Smoltz,bbwaa_01,2008,540,0.78,,,0.78,/ViewCard.cfm/sid/6625/cid/57391/2008-Topps-540-John-Smoltz,/Images/Cards/Baseball/6625/6625-57391RepFr.jpg,/Images/Cards/Baseball/6625/6625-57391RepBk.jpg
Curt Schilling,retired_likely,2008,550,0.45,,,0.45,/ViewCard.cfm/sid/6625/cid/57401/2008-Topps-550-Curt-Schilling,/Images/Cards/Baseball/6625/6625-550Fr.jpg,/Images/Cards/Baseball/6625/6625-550Bk.jpg
Ken Griffey Jr,bbwaa_01,2008,580,1.5,,,1.5,/ViewCard.cfm/sid/6625/cid/57431/2008-Topps-580-Ken-Griffey-Jr.,/Images/Cards/Baseball/6625/6625-580Fr.jpg,/Images/Cards/Baseball/6625/6625-580Bk.jpg
Mariano Rivera,bbwaa_01,2008,590,1,,,1,/ViewCard.cfm/sid/6625/cid/57441/2008-Topps-590-Mariano-Rivera,/Images/Cards/Baseball/6625/6625-57441RepFr.jpg,/Images/Cards/Baseball/6625/6625-57441RepBk.jpg
Tom Glavine,bbwaa_01,2008,600,0.88,,,0.88,/ViewCard.cfm/sid/6625/cid/57451/2008-Topps-600-Tom-Glavine,/Images/Cards/Baseball/6625/6625-600Fr.jpg,/Images/Cards/Baseball/6625/6625-600Bk.jpg
Carlos Beltran,retired_maybe,2008,610,0.5,,,0.5,/ViewCard.cfm/sid/6625/cid/57461/2008-Topps-610-Carlos-Beltran,/Images/Cards/Baseball/6625/6625-57461RepFr.jpg,/Images/Cards/Baseball/6625/6625-57461RepBk.jpg
Gary Sheffield,retired_maybe,2008,620,0.33,,,0.33,/ViewCard.cfm/sid/6625/cid/57471/2008-Topps-620-Gary-Sheffield,/Images/Cards/Baseball/6625/6625-620Fr.jpg,/Images/Cards/Baseball/6625/6625-620Bk.jpg
Greg Maddux,bbwaa_01,2008,625,1.1,,,1.1,/ViewCard.cfm/sid/6625/cid/57476/2008-Topps-625-Greg-Maddux,/Images/Cards/Baseball/6625/6625-625Fr.jpg,/Images/Cards/Baseball/6625/6625-625Bk.jpg
Frank Thomas,bbwaa_01,2008,650,1.05,,,1.05,/ViewCard.cfm/sid/6625/cid/57501/2008-Topps-650-Frank-Thomas,/Images/Cards/Baseball/6625/6625-650Fr.jpg,/Images/Cards/Baseball/6625/6625-650Bk.jpg
Alex Rodriguez,retired_likely,2009,1,0.95,,,0.95,/ViewCard.cfm/sid/9074/cid/259249/2009-Topps-1-Alex-Rodriguez,/Images/Cards/Baseball/9074/9074-1aFr.jpg,/Images/Cards/Baseball/9074/9074-1aBk.jpg
Omar Vizquel,retired_likely,2009,2,0.75,,,0.75,/ViewCard.cfm/sid/9074/cid/259251/2009-Topps-2-Omar-Vizquel,/Images/Cards/Baseball/9074/9074-259251RepFr.jpg,/Images/Cards/Baseball/9074/9074-259251RepBk.jpg
Frank Thomas,bbwaa_01,2009,24,0.65,,,0.65,/ViewCard.cfm/sid/9074/cid/259275/2009-Topps-24-Frank-Thomas,/Images/Cards/Baseball/9074/9074-259275RepFr.jpg,/Images/Cards/Baseball/9074/9074-259275RepBk.jpg
Ken Griffey Jr,bbwaa_01,2009,30,0.87,,,0.87,/ViewCard.cfm/sid/9074/cid/259281/2009-Topps-30-Ken-Griffey-Jr.,/Images/Cards/Baseball/9074/9074-30aFr.jpg,/Images/Cards/Baseball/9074/9074-30aBk.jpg
Mike Mussina,bbwaa_06,2009,41,0.75,,,0.75,/ViewCard.cfm/sid/9074/cid/259293/2009-Topps-41-Mike-Mussina,/Images/Cards/Baseball/9074/9074-41Fr.jpg,/Images/Cards/Baseball/9074/9074-41Bk.jpg
David Ortiz,retired_lock,2009,50,0.4,,,0.4,/ViewCard.cfm/sid/9074/cid/259303/2009-Topps-50-David-Ortiz,/Images/Cards/Baseball/9074/9074-259303RepFr.jpg,/Images/Cards/Baseball/9074/9074-259303RepBk.jpg
Mariano Rivera,bbwaa_01,2009,60,1,,,1,/ViewCard.cfm/sid/9074/cid/259313/2009-Topps-60-Mariano-Rivera,/Images/Cards/Baseball/9074/9074-60aFr.jpg,/Images/Cards/Baseball/9074/9074-60aBk.jpg
Andruw Jones,retired_maybe,2009,67,0.35,,,0.35,/ViewCard.cfm/sid/9074/cid/259322/2009-Topps-67-Andruw-Jones,/Images/Cards/Baseball/9074/9074-67Fr.jpg,/Images/Cards/Baseball/9074/9074-67Bk.jpg
Justin Verlander,current_lock,2009,85,0.5,,,0.5,/ViewCard.cfm/sid/9074/cid/259340/2009-Topps-85-Justin-Verlander,/Images/Cards/Baseball/9074/9074-259340RepFr.jpg,/Images/Cards/Baseball/9074/9074-259340RepBk.jpg
David Wright,retired_likely,2009,100,1,,,1,/ViewCard.cfm/sid/9074/cid/259355/2009-Topps-100-David-Wright,/Images/Cards/Baseball/9074/9074-100Fr.jpg,/Images/Cards/Baseball/9074/9074-100Bk.jpg
